Text,Date,Retweets,Favorites,Month,Year,NEG,NEU,POS,COMP,fear,anger,trust,surprise,positive,negative,sadness,disgust,joy
perus climate diverse due extreme altitude changes across regions kind weather would prefer travelling twnpoll goaheadtours goaheadtraveltuesday goaheadtours,2019-12-09,3,11,12,2019,0.0,0.833,0.167,0.5267,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.14285714285714285
yeah ok correlated evidence climate change links wildfires none one dubious advice poor fire prevention mgt issue fires well arson temp increased 8k 18802015 03 change 135 yrs httpswwwyoutubecomwatchvtcyuojeir0,2019-01-12,2,5,1,2019,0.144,0.576,0.28,0.4956,0.4166666666666667,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0
poor nations save climate change httpsbuffly2lneeto climatechange sustainability geoengineering,2019-09-13,0,0,9,2019,0.233,0.526,0.241,0.0258,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25
worldfoodday2020 let us ensure future food systems provide affordable healthy diets decent livelihoods food system workers preserving natural resources biodiversity tackling challenges climate change,2020-10-16,3,4,10,2020,0.0,0.633,0.367,0.8402,0.06666666666666667,0.0,0.3333333333333333,0.0,0.4,0.0,0.0,0.0,0.2
candace owens doesnt even believe climate change doesnt deserve legitimacy candace grifter clout chaser money,2019-08-15,0,0,8,2019,0.0,1.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.25,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333
todays tea \ climate change \ real \ \ climate \ refugees \ idiot \ trump,2019-04-18,1,8,4,2019,0.18,0.82,0.0,-0.5106,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
developing work attitude africa context climate change,2020-01-22,4,4,1,2020,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marsascendant tell theres thing climate change donald,2021-06-20,0,2,6,2021,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yeah teaching economy environment good clean air rivers dont money enjoy need oversized trucks climatestrike climatestrikecanada climatechange carbontax trudeaumustgo trudeaumuststay canadavotes burn,2019-09-27,0,0,9,2019,0.092,0.633,0.274,0.6336,0.0,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.21052631578947367,0.0,0.0,0.0,0.21052631578947367
makes mad politicians keep bringing economy disregard climate change shut fuck hate u fuck capitalism fuck money,2020-10-08,2,6,10,2020,0.639,0.361,0.0,-0.9612,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.05263157894736842
iermwtf im starting think theyre right may well end last generation wont climate change,2019-04-25,1,12,4,2019,0.0,0.861,0.139,0.2732,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22 might cause person flee home dont think decisions taken lightly sometimes generally fyi topic farmers flee today farmers face around corner acted upon climatechange,2019-07-07,0,0,7,2019,0.0,0.93,0.07,0.2023,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
tell pr extinction rebellion total clusterfuck im action cenotaph absolutely wrong place national corporations parliament biggest blockades climate change,2020-11-11,0,2,11,2020,0.223,0.777,0.0,-0.5984,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0
australia group leftwing activists decided blockade busy tram intersection melbournes cbd protest climate change aviyemini,2019-09-23,0,1,9,2019,0.125,0.875,0.0,-0.25,0.4,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0
whipclyburn housedemocrats climate change devastating trumpism deadly today trumpismcovid19 taken many lives us worldwide red states declared man made disaster 2021 governors licensed kill federal gov watched,2021-09-15,0,0,9,2021,0.353,0.647,0.0,-0.9337,0.23809523809523808,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.0,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.0
demolition unions important climate change fires droughts coronavirus etc priorities,2020-02-05,5,10,2,2020,0.0,0.833,0.167,0.2023,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0
thank god alaskans intelligence enough see radical scam climate change policy would hurt oil drilling business httpstcooahvhoox6e,2020-11-11,0,0,11,2020,0.265,0.448,0.287,-0.1027,0.26666666666666666,0.06666666666666667,0.2,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333
sgkplanet date earth httpstcofio6wn6v53 new home new design new content special reports site map quick easy navigate globalwarming climatechange climateemergency sustainability climatecrisis climateaction cop26 glasgow scotland httpstco0r0m6mzdfs,2021-03-28,1,0,3,2021,0.0,0.817,0.183,0.6808,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.4
ever feeling cant make sense whats happening one moment everything seems normal suddenly frame shifts reveal world fire struggling pandemic recession climate change political upheaval httpstcoaplomqtyf0,2020-11-10,0,0,11,2020,0.254,0.698,0.048,-0.7579,0.23076923076923078,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.038461538461538464
smart solutions fight climate change african cities dw news latest news dw 22122020 httpstco5hdl9kh8vr africa greenrecovery eugreendeal climateactionnow climateaction climatechangeisreal climateemergency climatecrisis gretathunberg,2020-12-22,0,0,12,2020,0.096,0.741,0.163,0.2023,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
great conversations joininhfa bushhotel carrick shannon farmers stepping tackle climate change also great see three sitting meps attendance marianharkin lukeming mattcarthy ipesfood greenpartyie,2019-02-23,16,54,2,2019,0.0,0.719,0.281,0.8481,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0
sencapito potus senjohnbarrasso senategop rising co2 temperatures adversely affect food production lead hunger malnutrition around world country dont much time get right need leadership mitigate climate change,2021-10-27,2,3,10,2021,0.132,0.868,0.0,-0.4215,0.09090909090909091,0.0,0.09090909090909091,0.0,0.36363636363636365,0.0,0.0,0.0,0.18181818181818182
article connecticuts changing forests highlights tree species habitat projections climate change atlas describes land owners using climate information make forests resilient ready future conditions httpstcou5xb9knqq1,2021-06-29,0,2,6,2021,0.0,0.906,0.094,0.3612,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.38461538461538464,0.0,0.0,0.07692307692307693,0.07692307692307693
cant even imagine person thinks climate change isnt real like dont care hundreds scientists researched determined high school diploma still gets cold winter time climate change doesnt exist,2019-02-26,0,5,2,2019,0.147,0.778,0.075,-0.3265,0.25,0.0,0.25,0.0,0.25,0.125,0.0,0.0,0.0
chiefephh climate change hitting different,2021-12-16,0,0,12,2021,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
could squeezing oil ground help fight climate change httpswwwvoxcomenergyandenvironment201910220838646climatechangecarboncaptureenhancedoilrecoveryeorutmcampaignvoxutmcontententryutmmediumsocialutmsourcetwitter via voxdotcom,2019-12-07,0,0,12,2019,0.182,0.629,0.189,0.0258,0.4,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0
highlighting spccps support sustdev member states micronesia 2019 micronesian presidents summit work spans climatechange humanrights fisheries landresources genderequality evaw education data oceanscience publichealth resilience,2019-02-20,0,1,2,2019,0.0,0.895,0.105,0.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
every womans god given right kill unwanted babies fastest way depopulate reduce co2 liberal party canada prochoicebecause prochoice rights kill death climatecrisis climatechange climateaction depopulate,2019-07-14,0,1,7,2019,0.39,0.487,0.123,-0.9081,0.2,0.05,0.05,0.05,0.1,0.2,0.15,0.05,0.05
gov inslee climate change survival realistic thats kind plan need yes demdebate,2019-08-01,1,5,8,2019,0.0,0.621,0.379,0.7269,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2
standoff come symbolize three overlapping worsening crises facing mexico also affect us water management climatechange corruption mexicos governance crisis writes payantony bakerctrusmex director usmx httpstcopukgcjigxc,2020-10-07,2,1,10,2020,0.236,0.764,0.0,-0.7964,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.0
bababooie42 good ya winter grass never used grow noticed day doesnt seem happening year thats another effect climate change,2021-06-05,0,1,6,2021,0.0,0.861,0.139,0.4404,0.1,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.2
something simple like maintaining car save 800 lbs ghgsyear httpstcobgf4omemhm climatechange airking httpstcogbvnozo06k,2021-10-07,0,1,10,2021,0.0,0.659,0.341,0.6908,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
diane coyle brexit economics time climate change inequality ruthbenghiat httpstcor9fwb4s63a,2021-12-15,0,0,12,2021,0.0,1.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
need recognise climate change result economic system solving involves shifting whole economic system wow great hear vision uk foreign office climate representative fcoclimate countdowntocop,2020-02-11,19,96,2,2020,0.0,0.619,0.381,0.9062,0.14285714285714285,0.0,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
opiniondiversity climatechange cosmoclimatology cosmicrays denmark henrik svensmark influence du soleil sur le climat de la terre le secret des nuages documentaire arte,2020-05-03,1,0,5,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
youre right carbon tax wont prevent know couldve prevent earlier action climate change yet continue support party dithers simply ignore,2019-06-03,0,0,6,2019,0.143,0.598,0.259,0.4453,0.2727272727272727,0.0,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0
sign petition make climate change history httpsactiongreensorgnzmakeclimatechangehistoryrecruiterid4420111 nzgreens,2019-08-22,0,0,8,2019,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
february dont tell climate change isnt real,2020-02-24,0,0,2,2020,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
read would like add stop brexit genuinely one climate change policies clear would actually make difference climate,2019-10-30,0,0,10,2019,0.103,0.657,0.239,0.4404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
president potus develop climate change agenda foreign trade policies tackle issue deforestation globally amazon httpstco1hlghsvrl4 climatediplomacy httpstcojvhxifhtcz,2021-02-22,3,8,2,2021,0.0,0.904,0.096,0.1779,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0
natural planetary changes vs global warming 1 might say planet earth gone climate changes since formation climate change produce hawaiian islands polynesia japan new zealand tasmania even perhaps antarctica,2020-09-18,0,0,9,2020,0.0,0.868,0.132,0.4767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
patrickbarkham sad end character hero villan know left data scientists work impacts work evaluated knowledge climatechange losses gains lepidoptera butterflies moths,2020-10-13,0,2,10,2020,0.201,0.59,0.208,0.0516,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666
multimillionaire andrew neil bbc tv remember past federation conservative students chairman editor unionbusting murdoch fascist roots rothermere serial taxavoiding barclays brothers plus war promoter aids climatechange denier,2019-11-27,5,4,11,2019,0.294,0.706,0.0,-0.875,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0
adaptation options response climate change make coffee production systems resilient include cover crops soil conservation traps pest management new rust resistant varieties none possible whilst ethical companies divert roasting income fairtradesco,2019-07-06,0,0,7,2019,0.083,0.917,0.0,-0.4023,0.10714285714285714,0.03571428571428571,0.14285714285714285,0.0,0.25,0.21428571428571427,0.03571428571428571,0.07142857142857142,0.03571428571428571
headline africas agriculture trade changing environment disruptive marketing climate change agreebusiness calvary positively impact title,2019-10-23,0,0,10,2019,0.123,0.695,0.182,0.2732,0.2,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0
climatechange fascism automation inequality means resistance steamdrills inspiring httpamznto2ovkokl,2019-11-08,0,0,11,2019,0.0,0.741,0.259,0.4215,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0
neutral situations injustice chosen side oppressor desmond tutu learn reasons choose matters comes climate change httpslttraipngh climatechange sustainability,2020-04-13,0,1,4,2020,0.178,0.769,0.053,-0.5574,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0
ffs faiths sake people died last week mr folau comments devastatingly insensitive psychologically damaging theologically illinformed climatechange consequence human divine activity httpswwwsmhcomaunationalisraelfolaulinksbushfirecrisistosamesexmarriageandabortion20191117p53bf4html via smh,2019-11-17,1004,4212,11,2019,0.45,0.393,0.157,-0.8979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charlesramos63 get sense youve fallen climate change hoax,2021-07-10,0,0,7,2021,0.434,0.566,0.0,-0.5574,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
believe man made climate change believe man made environmental nature destruction must protect nature fucking awful httpstcor6dd6g6tm8,2020-10-16,0,0,10,2020,0.296,0.593,0.11,-0.659,0.2222222222222222,0.2222222222222222,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
cycling rewilding homegrown food led street lights 10 projects secure nearly 20k climate change community fund including kendalcycleclub cumbriawildlife scriverstrust kendalneutral burnesidecommunityenergy full story httpstcoyafegtdpmp httpstcozlajfceqos,2020-11-05,1,5,11,2020,0.0,0.912,0.088,0.34,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285
environmental bond act critical next step fighting climate change empire report new york 2020 new yorks 247 news site,2020-03-26,2,0,3,2020,0.22,0.78,0.0,-0.5859,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
climateaction climatechange climatecrisis climateemergency extinctionrebellion extinctionnz womblekiwi extinctionr reallucylawless thathumbleman skryb greenpeacenz greenpeace,2019-10-05,0,0,10,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imo salient info within article similar finds russias vast siberian region happened increasing regularity climate change warming arctic faster pace rest world thawed ground areas long locked permafrost httpstcoyges2o3yn5,2020-08-04,0,2,8,2020,0.0,0.879,0.121,0.4019,0.125,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.0
thursday ioelondon hosting virtual event answering question wanted better equip young people address climate change httpstcoaw5rsylv0s httpstconidx5xsjvl,2021-03-16,0,1,3,2021,0.0,0.847,0.153,0.4404,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666
garylineker bet still fly go holiday follow footyone rule etc practice preach lose respect climate change paid taxationso get say,2021-07-29,0,0,7,2021,0.106,0.667,0.227,0.4767,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.11764705882352941
well climate change problem ruin biodiversity lead many problems mainly due loss land food production problems,2019-08-17,0,0,8,2019,0.54,0.38,0.08,-0.9022,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.0,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.0,0.05555555555555555
window correct course closing weve gotten point local solutions reef almost pointless thing matters action climate change great barrier reef mass decline coral babies bbc news,2019-04-05,8,12,4,2019,0.087,0.722,0.19,0.6293,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0
realdonaldtrump yay time something climate change,2020-12-11,0,0,12,2020,0.0,0.595,0.405,0.5267,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jm43216697 rbreich scientists basically concluded climate change real,2021-02-16,0,0,2,2021,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
kids striking school climate change happened saving dinner money bottle 2020,2019-02-15,0,3,2,2019,0.0,1.0,0.0,0.0,0.1,0.1,0.2,0.1,0.3,0.0,0.0,0.0,0.1
lives futures 19 million bangladeshi children risk colossal impact devastating floods cyclones environmental disasters linked climatechange according report united nations childrens agency released friday,2019-04-06,4,6,4,2019,0.305,0.61,0.085,-0.802,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0
coastline sea walls need human caused climatechange sea level rise actual nationalemergency climateaction needed climateemergency,2019-03-14,0,0,3,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0
climate change worlds glaciers melting faster pace worlds glaciers melting accelerating rate according comprehensive new study httpstcobtchnn8b2r,2021-04-29,61,75,4,2021,0.0,0.889,0.111,0.25,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
cop26glasgow cop26 cop26glascow get set kick kiptoock environmentke penned piece outlining significance global summit key actions kenya taking support partners mitigate adapt climate climatechange httpstco5ian5d9wfh,2021-10-31,27,60,10,2021,0.0,0.827,0.173,0.5859,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
yes throwing confetti ground way defeat climate change,2019-09-23,0,0,9,2019,0.256,0.513,0.231,-0.0772,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
gretathunberg arrives bristol march clear many people attend event grown large usual safety measures may prove inadequate police say globalclimatestrike climatechange actnow,2020-02-28,1,4,2,2020,0.1,0.701,0.199,0.4019,0.1111111111111111,0.0,0.2222222222222222,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0
walks freezer ahha climate change myth im cold,2019-02-01,0,7,2,2019,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
climate change fash etc really good see terfs going real enemy eh lads,2019-05-17,0,5,5,2019,0.198,0.622,0.18,-0.079,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
uk wind farms currently generating 1457gw 4960 electricity compares gas 432gw 1473 nuclear 573gw 1952 coal 132gw 450 wind power transforming generate electricity climatechange climateemergency energy,2020-02-21,0,2,2,2020,0.0,0.923,0.077,0.2732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
heyjustinherman hundreds scientists devoted lifes work studying climate think climate change real complicated models saying things happen considered fact,2020-09-10,0,0,9,2020,0.0,0.87,0.13,0.4019,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
climate crisis ideology real harmful change,2020-01-10,0,1,1,2020,0.451,0.549,0.0,-0.6249,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
must take political stand fossil fuel special interests start lot things serious fighting climate change httpsbitly2v9wzm0 environment climatechange globalwarming medium,2019-05-16,0,0,5,2019,0.155,0.653,0.192,0.2263,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
growing thejagmeetsingh fan list priorities landed little flat indigenous peoples reconcilliation priorties clean safe water proportional representation yes climate change action feature higher cel phone fees,2019-10-11,0,3,10,2019,0.0,0.631,0.369,0.8834,0.1,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.2
gao trump boosts deregulation undervaluing cost climate change new york times,2020-07-14,0,0,7,2020,0.0,0.813,0.187,0.3182,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2017 16 pages pretty graphs doom climatechange starts ends consumerism 75 billion sustainable,2019-07-06,0,0,7,2019,0.16,0.651,0.189,0.128,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
bang climate change claim dont enough money electric car wage love appalling hypocrisy,2019-11-26,0,1,11,2019,0.141,0.621,0.237,0.4019,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.13636363636363635
samstein joanwalsh last best chance climate change legislation anything else take breath calm frustrating setback end world need find another way make happen,2021-12-19,0,0,12,2021,0.095,0.625,0.28,0.6808,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
serious climate change need upgrade homes labour fit every home needs make sure warm wellinsulated costs less heat uklabour mayorlpool lcrmayor liverpoollabour wavertreeclp paulabarkermp labournorthwest httpstcoqg6s1ffno2,2021-09-30,2,12,9,2021,0.043,0.733,0.223,0.6597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renewable energy could save 160 trillion climate change costs 2050 via forbes httpswwwforbescomsitesjamesellsmoor20190414renewableenergycouldsave160trillioninclimatechangecostsby2050651b28824878,2019-05-12,1,1,5,2019,0.0,0.675,0.325,0.6486,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25
deny like deny climate change smh,2019-06-24,0,0,6,2019,0.612,0.172,0.216,-0.5574,0.2,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0
oops climatecrisis 3 worldwide largest money managers companies lets see help mitigate climatechange around world climateemergency globalwarming uscongress onu europeanunion china russia uae usa,2019-10-12,0,0,10,2019,0.0,0.895,0.105,0.4019,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
many 225000 people nationwide set strike favour stronger action climate change https10dailycomaunewsa190919vqnkumassiveclimatestrikesexpectedtoparalysecitiesaroundthecountry20190919utmcampaigntrueanthem3atrendingcontentutmcontent5d83fa89bf0aaa0001982204utmmediumtrueanthemutmsourcetwitter,2019-09-19,0,4,9,2019,0.094,0.562,0.344,0.6124,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0
george knows get really hot arent talking climate change either,2019-10-03,0,1,10,2019,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
annual emissions fossil fuels land use change gt65 higher 1990 resolution understanding increased along worsening climate breakdown climatebreakdown,2019-09-14,1,2,9,2019,0.142,0.758,0.1,-0.2263,0.125,0.0,0.125,0.0,0.25,0.25,0.125,0.125,0.0
context climate change global economy untested idea objective ecological standards process failing,2020-01-14,0,0,1,2020,0.231,0.769,0.0,-0.5106,0.2,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.0
ok mikey gretaill go climate change turn ac summer heat winter stop flying big ole guzzling jets deal yea right mo fo fk rectum heads,2020-02-13,1,5,2,2020,0.08,0.839,0.08,0.0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111
jeff bezos pledges 10 billion personal wealth fight climate crisis amazon founder jeff bezos said monday plans spend 10 billion fortune help fight climate change httpdlvritrqd9d5 25thamendmentnow impeachtrump theresistance,2020-02-17,1,2,2,2020,0.233,0.576,0.19,-0.4019,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.0,0.0,0.11764705882352941
rapid market shifts economic fluctuations social factors climate change time organizations transition become datadriven intelligent saps jagdishstwt discusses sapanalytics cloud solution part sapbtp httpstcolvbwf0bgig httpstcoqc3sbljczx,2021-07-22,0,1,7,2021,0.0,0.813,0.187,0.6486,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
imminent climate change threat toxic orange wind coming whitehouse,2019-01-13,0,1,1,2019,0.298,0.702,0.0,-0.5267,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0
watch live pm justin trudeau delivers remarks cop26 climate change conference glasgow scotland httpstcocvpgcjsric httpstco1demafu2nj,2021-11-02,5,36,11,2021,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
im right wing extremist wack job evangelical god loving coal rolling diesel truck driving homophobic cherry defending fordtrump worshipping climate change denying immigrant fearing canadian dont get song guess,2020-01-05,0,2,1,2020,0.158,0.62,0.222,0.3612,0.21052631578947367,0.0,0.15789473684210525,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.0,0.0,0.10526315789473684
system change climate change economic system destroys natural basis life global north need move fast towards degrowth society climatestrikeonline nomoreemptypromises nytonpakko greenpeacesuomi elokapina httpstcov1unvjkry7,2021-03-19,8,36,3,2021,0.128,0.783,0.089,-0.2732,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
cobenefits important tackling climate change,2019-07-03,0,0,7,2019,0.0,0.69,0.31,0.2023,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
shocking climate change witness change lifetime dramatically like mer du glace,2019-03-24,0,2,3,2019,0.19,0.634,0.176,-0.0516,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
fridaysforfuture climatechange,2020-06-20,2,1,6,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
definitely need address climatechange aggressively sure ppl facing eviction already living countrys streets would agree w joebidens priorities rest us support plan fossilfuels get pretty much free ride,2020-07-16,0,0,7,2020,0.126,0.476,0.398,0.886,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
httpstcohvqzlmaqqq earths warming next decade unavoidable reality comes increased risk physical economic hazards indeed gainsaid imagine decarbonization mitigate climate change,2020-12-11,0,0,12,2020,0.092,0.746,0.162,0.1531,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
happy earthday photos took stephsheridan exploring beautiful planet celebrate earth day demanding politician gets vote supports dramatic action climate change tell anyone doesnt fuck right,2019-04-22,6,110,4,2019,0.051,0.506,0.443,0.9408,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0,0.17647058823529413
climate change protesters block bridge boston,2019-09-28,0,1,9,2019,0.545,0.455,0.0,-0.5859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
island imperiled climate change threatens greenland way life httpswwwnbcnewscommachscienceislandimperiledclimatechangethreatensgreenlanditswaylifencna1054921 via nbcnewsmach,2019-09-18,1,0,9,2019,0.206,0.794,0.0,-0.3818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heres data climate alarmists dont want see us federal government contiguous data set specially designed accurate measure temperature detecting climate change dishonest obama,2020-01-18,18,20,1,2020,0.26,0.74,0.0,-0.7203,0.2,0.1,0.2,0.0,0.1,0.2,0.1,0.1,0.0
27 effects climate change cant stopped httpamsncom04enusbbpsnceocidst,2019-01-10,0,0,1,2019,0.0,0.783,0.217,0.1695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
