Text,Date,Retweets,Favorites,Month,Year,NEG,NEU,POS,COMP,fear,anger,trust,surprise,positive,negative,sadness,disgust,joy
infatti spesso chi nega le evidenze chi non disposto fare nulla per cambiare direzione il climate change non esiste dunque non serve cambiate abitudini,2019-07-25,0,4,7,2019,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
pointing hypocritical telling us climate change going release book,2020-03-14,0,0,3,2020,0.273,0.727,0.0,-0.4588,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
jeff bezos commits 10 billion fight climate change,2020-02-17,0,0,2,2020,0.268,0.619,0.113,-0.3612,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
lorde explains solar power isnt big climate change record httpstcob8imzsxtdr,2021-06-27,0,1,6,2021,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
join us leithwalk tuesday 26th 1745 live reading ipccch report climatechange lets gather community talk cop26 climate change resilience persevere httpstcoxk8ondblez,2021-10-25,7,8,10,2021,0.0,0.901,0.099,0.296,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
travelerschamp live ct would rather focus golf interested travelers billions invested fossil fuels continues fuel climate crisis travelers insurance sponsor climate change,2020-06-25,20,19,6,2020,0.153,0.746,0.101,-0.34,0.125,0.0,0.125,0.0,0.375,0.125,0.125,0.125,0.0
russia positioning libya unleash migrant crisis europe putin weaponizing refugees personally flood people climate change put need,2019-11-12,0,0,11,2019,0.204,0.796,0.0,-0.6249,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
senschumer covid relief vaccine roll climate change bills underway president biden impressive infrastructure plan jumpstart commerce creating 10s thousands new jobs real president midst devastating economic crisis saying,2021-03-01,0,0,3,2021,0.21,0.575,0.215,-0.2023,0.1111111111111111,0.05555555555555555,0.2777777777777778,0.0,0.2777777777777778,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0
explainer top cop26 questions answered dont expect visit xijinping 26th united nations climate change conference glasgow keep eye fresh promises write thereseraphael1 nicole90t bloomberg httpstco74nljfbdv2,2021-10-26,3,3,10,2021,0.0,0.689,0.311,0.8176,0.09090909090909091,0.0,0.2727272727272727,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,0.0
tribal personally familiar vicious attacks leveled colleagues like michael mann work controversial areas like climate change focusing supposed excesses pc culture obscures danger attacks httpstco3m2cwwtrwe,2020-12-09,0,8,12,2020,0.37,0.493,0.137,-0.8176,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666,0.25,0.08333333333333333,0.08333333333333333,0.0
sounds like socialism wrapped woke mantel climate change activism stupidity,2019-12-27,0,2,12,2019,0.216,0.597,0.187,-0.1027,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0
willard1951 ammocrypta relampagoblanc2 automatrix66kc climatehope2 thedisproof 0sundance mikedel21893959 fcmfcs2019 gladfly1 vieuxrhone fknsavages27 denseevi bubbasranch jamesrider3 fishyfish67 jwickers atomskssanakan joetheatheistp bridgetholmstro richardwakelin3 anvndarnamn5 91996340e81d45a jamz129 paprikalady spurglyd mattp1949 bbolshevik100 markalunn tangomitteckel kctaz no2wind bananenrijperij htservadac asinister lovepeacejusti1 oscarswild1 tqmka truepat89736316 jaisans tuimalila over400ppm schtickery claudel1979 turtlefl damo73 thinksaboutit dan613 mgh3kusa oh lord climatechange denier well done existed closet twitter httpstcoeo66kslbkd,2021-04-13,0,1,4,2021,0.041,0.925,0.034,-0.1027,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0
never mind heat climate change hoax gravytrain scientists httpsyoutubeeemus7pawfw via youtube,2019-09-11,0,0,9,2019,0.174,0.826,0.0,-0.2732,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
could care less thisim voting better healthcare protecting womens reproductive rights gun reform supreme court justices climate change biden important family,2020-05-01,0,0,5,2020,0.081,0.54,0.379,0.8332,0.2,0.13333333333333333,0.13333333333333333,0.0,0.3333333333333333,0.06666666666666667,0.0,0.0,0.06666666666666667
really need urgent action emissions reduction forefront climate change need govt strengthen targets pleading world cant still grabbing dirty money new massive coal mines,2020-01-11,0,2,1,2020,0.0,0.756,0.244,0.6989,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.2,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667
cannot delay switching fossil fuels alternatives making change increase national security prevent natural disasters boost employment preserve endangered species testimony gregvitali policy hearing needs heard across pa climatechange,2019-01-24,5,5,1,2019,0.096,0.559,0.345,0.7478,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.2,0.06666666666666667,0.06666666666666667,0.0
dont agree alarmist 12 years1 drivel antropogenic climate change legitimate policy concern theres need lie get attention,2020-03-06,0,0,3,2020,0.117,0.883,0.0,-0.2755,0.1,0.1,0.1,0.0,0.2,0.2,0.1,0.2,0.0
realdonaldtrump whitehouse real leader germanys merkel vows put energy fighting climate change must everything humanly possible deal humanity german chancellors new years message,2019-12-31,1,1,12,2019,0.098,0.82,0.082,-0.1027,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.0,0.0,0.13333333333333333
nasa climate changes due shifts solar orbit human activity httpswwwoanncomnasaclimatechangesduetoshiftsinsolarorbitnothumanactivity,2019-10-02,0,0,10,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
martinjbern johnleepettim13 cbrown109 peterdclack ive reading primary literatureyeah people trying sell manmade climate change,2021-11-13,0,1,11,2021,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
like listening 5yearold trying interpret climate change,2020-07-15,0,2,7,2020,0.0,0.706,0.294,0.3612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
change building codes new buildings climate neutral would believe trying regulate carbon neutral hard counteract reduced gas prices without tax,2019-05-11,1,2,5,2019,0.069,0.931,0.0,-0.1027,0.1111111111111111,0.0,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0
new city toronto loses expert climatechange impact httpswwwthestarcomnewscityhall20190816cityoftorontolosesexpertinclimatechangeimpacthtml via torontostar,2019-08-17,1,1,8,2019,0.204,0.796,0.0,-0.3182,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
risks global businesses new era epidemics rival climate change gt press releases httpswwwweforumorgpress201901riskstoglobalbusinessesfromneweraofepidemicsrivalclimatechange via wef business leaders must include epidemic preparedness among risks manage annually 200 epidemics cost 570b globalhealth,2019-01-19,1,3,1,2019,0.126,0.811,0.063,-0.2732,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0
every living thing depends support corporationsbusinesses actively engaged contact statelocalfederal tell urgent climate change coming httpstcowyykslt8oe,2020-09-18,0,0,9,2020,0.0,0.558,0.442,0.8176,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.0,0.09090909090909091
really dont give shit either way really need objective comes climate change stop making political issue right need accept real threat left need stop dramatic exaggerating,2019-11-28,0,0,11,2019,0.269,0.567,0.164,-0.4044,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.0
oh fact fires nothing climate change everything arsonists,2020-01-08,0,0,1,2020,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
modelling assess costs impacts climate change benefits avoided warming associated different global emissions trajectories,2021-11-12,0,0,11,2021,0.136,0.625,0.239,0.2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bwahahaha going landslide lnp things mismanaged complete instability coalition along inaction climate change morrisons reelection doesnt stand snowballs chance hell,2019-01-31,1,1,1,2019,0.329,0.671,0.0,-0.8095,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.0
energy efficiency alberta dead totally nixon says carbon tax gone process means approach climate change doesnt include subsidizing efficient energy projects eea components theyre evaluating says ableg,2019-05-24,0,0,5,2019,0.188,0.623,0.19,-0.234,0.125,0.0,0.125,0.0,0.375,0.125,0.125,0.0,0.0
scotland must financially support poorer countries fight climate change httpstco9s32ulryay sourcescot httpstcovvum7v62fz,2020-10-21,1,0,10,2020,0.304,0.536,0.161,-0.34,0.5,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0
climate change means removal corruption nepotism government decades dec 9 real fisa report coming matter kind weird projection based labels come way wwg1wga,2019-12-02,0,0,12,2019,0.065,0.763,0.172,0.4215,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.16666666666666666,0.05555555555555555
noahs arks oceanology team kzn sea turtles youarenoah weareone climateaction actonclimate conservation climatechange httpstcoqez7yskbs5 httpstcoc3prj5apdb,2020-12-16,0,0,12,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0
great leohickman uoferesearch today talking exetergeography climate change media including discussion coverage climate activism school children youthstrike4climate schoolstrike4climate scicomm,2019-03-12,7,13,3,2019,0.0,0.814,0.186,0.6249,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0
awakeohsl33per realcandaceo sun flips well global evidence final judgement come comes every 1012000 years suns field weakens poles start 2 shift causing climate change starts warm wam,2020-11-15,0,0,11,2020,0.076,0.792,0.132,0.1779,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
realdonaldtrump sen graham working murkowski climate change conservation guy fool mr 1 ran pres name anything done country murkowski never supported teams along durbin pitiful,2019-07-14,0,0,7,2019,0.268,0.732,0.0,-0.7942,0.125,0.0,0.125,0.0,0.375,0.125,0.0,0.125,0.0
climate change bath sponge breakthrough could boost cleaner cars,2020-04-18,0,0,4,2020,0.0,0.614,0.386,0.5267,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
help need helping pollute environment climatecrisis climatestrike climatechange climateemergency globalwarming pollutersout climatesolutions climatechangeisreal peoplenotpolluters systemchange small action make big difference,2020-04-07,2,0,4,2020,0.131,0.675,0.194,0.1531,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.25,0.0
redbamajax1 glad ok whew climate change real also canadian watch justintrudeau focus mcdreamy style,2021-07-16,0,1,7,2021,0.0,0.698,0.302,0.6369,0.2222222222222222,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111
virtual walk forest teach us climate change httpstcoppwk67nspq,2020-11-25,7,35,11,2020,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2
eueesc ufmsecretariat join forces fight climatechange promote digitaltransformation mediterranean region recovery resilience civilsociety httpstcoutyt6jngpx,2021-10-15,2,17,10,2021,0.141,0.598,0.261,0.296,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.0
good thing anwr protected environmental destruction costs destroying nature increases likelihood pandemics among kinds negative consequence come climate change environmental destruction climatechange,2020-04-25,0,0,4,2020,0.403,0.438,0.159,-0.872,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.0,0.058823529411764705
mike10010100 anyone uses pic isnt serious person majority dems 90s would never universal healthcare courtpacking marriage equality climate change etc,2021-07-09,1,2,7,2021,0.0,0.94,0.06,0.0572,0.09090909090909091,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,0.0,0.2727272727272727
geovernment knew water coming didnt anything merkelco say climatechangefo httpstcomaczdbierb,2021-07-19,0,1,7,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indigenousfoods popular according people apparently declining might climate change governments make decisions capitalists create jobs governments listen capitalists entrepreneurship,2019-07-10,0,0,7,2019,0.0,0.776,0.224,0.5994,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25
kiwi audiences im old enough remember greenpeace nz dropping climate change banner front nz parliament required ladders onto roof national pols hopping mad money would spent security everyone knew easy,2021-01-07,0,0,1,2021,0.09,0.761,0.149,0.2732,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142
physorgcom young trees old forests important slowing climate change,2020-07-31,0,1,7,2020,0.0,0.816,0.184,0.2023,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285
2050 want live world communities thrive face risk uncertainty posed climate change join racetoresilience resilient world thrive spite climate shocks stresses httpstcoubj0ydlwuc httpstcoyrlggmvcwk,2021-03-20,3,2,3,2021,0.409,0.485,0.106,-0.875,0.25,0.125,0.0,0.0,0.25,0.25,0.0,0.0,0.0
nominee supreme court wont say whether thinks voter discrimination climate change real avoid appearance shes prejudged issue clarence thomas wife channeling protocols zion httpstcoh05vqtle8z,2020-10-15,5,12,10,2020,0.079,0.791,0.129,0.34,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0
correct biden proposed limiting meat consumption stories cited wrong note sufficient emissions reductions require curtailing meat industry americans eat much meat huge contributor climate change httpstcogxpzmtf7wd,2021-04-25,0,0,4,2021,0.105,0.816,0.078,-0.2023,0.2,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0
climate change nigerian prince email scam steriods,2019-03-26,0,0,3,2019,0.381,0.619,0.0,-0.5719,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
72 millennial gop voters support us taking steps reduce carbon dioxide methane emissions cause global climate change millennial gopenergy cleanenergy,2019-07-23,5,10,7,2019,0.0,0.876,0.124,0.4019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weekend longtime environmental campaigner david suzuki made bold declaration could happen politicians world leaders nothing address climate change politicians dont pay attention whats going pipelines blown httpstcoiysnanfmhn,2021-11-22,0,0,11,2021,0.0,0.865,0.135,0.4397,0.125,0.0,0.125,0.0,0.375,0.0,0.0,0.0,0.125
time running stop catastrophic climatechange leaders let us people worldwide taking action community energy schoolstrikes join friendsearth demand uk government takes urgent climateaction,2019-07-27,0,0,7,2019,0.23,0.567,0.203,-0.2023,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.25,0.25,0.0,0.0,0.0
notice house democrats rarely ever talk district supposed representing easier talk climate change racism actually help anyone meaningful way democratsarementallyill democratsaredestroyingamerica,2019-03-07,0,0,3,2019,0.142,0.588,0.27,0.4019,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
point hypocrisy left particularly obama cant help dont get cant help dont understand climate always changing cant help youve taken climate change religion atheist chuckle morons like,2020-04-03,0,1,4,2020,0.201,0.596,0.203,0.0132,0.125,0.0,0.25,0.125,0.125,0.125,0.0,0.0,0.125
climate change landmark un report warns sea levels rise faster projected 2100 cnn,2019-09-25,0,0,9,2019,0.102,0.803,0.095,-0.0258,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
elected biden commits rejoin climate accord us abandoned techcrunch httpstcoeeb7svhl4f day us officially withdrew global pact reduce emissions cause climate change presidential contender joe biden commit,2020-11-05,0,0,11,2020,0.101,0.738,0.161,-0.0516,0.25,0.125,0.25,0.0,0.125,0.125,0.125,0.0,0.0
1021 7pm edt implications climatechange invasive species northeast httpstcog5naxsdkfd via caryinstitute cuscistory,2020-10-16,1,1,10,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astronaut tim peake disappointed space travel starting seen luxury tourism superrich warns never tackle climate change without httpstcokl9jdjwzmi,2021-11-09,2,12,11,2021,0.22,0.78,0.0,-0.5423,0.1,0.2,0.0,0.1,0.2,0.1,0.1,0.1,0.1
germany pouring 60 billion euros combatting climate change httpstcouxhdczxi3z,2021-12-14,0,0,12,2021,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obvious idiocy claims climate changeglobal warming funny,2019-01-29,0,0,1,2019,0.0,0.526,0.474,0.5423,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
virus recovery plan must tackle climate change,2020-04-25,0,0,4,2020,0.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
missed tonights event social justice climate change see httpstcolwsxs3yojt,2021-05-26,2,1,5,2021,0.175,0.556,0.27,0.296,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
unless bozo coming back answers climate change maybe change heart pay workers purpose serve go space shows wide wealth gap become,2021-07-11,0,5,7,2021,0.052,0.672,0.276,0.7906,0.15384615384615385,0.0,0.23076923076923078,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.15384615384615385
fine gael think climate change make rising number homeless people comfortable thanks,2019-11-19,1,0,11,2019,0.0,0.462,0.538,0.8074,0.2,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1
nellsco senfeinstein video speaking youth climate change activists justifies every utterance ok boomer ever,2020-10-16,0,2,10,2020,0.0,0.855,0.145,0.296,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
proud founder cso prof kevin oconnor named sfi 2019 researcher year circulareconomy climatechange bioeconomy httpwwwucdieresearchnewsnewsnewsarchive2019newsmainbody470616enhtml ucdresearch researchimpact,2019-11-07,4,14,11,2019,0.0,0.838,0.162,0.4767,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25
un cop26 summit begins uks glasgow amid growing climate changethreat httpstcoxruvuesftz,2021-11-01,0,0,11,2021,0.0,0.855,0.145,0.1779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
use cotton face mask facemasks environmentaljustice climatechange climatecrisis climateaction,2020-06-11,0,0,6,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drlucyjones climate changes thought people changed live everywhere want alone protected public services,2020-08-22,0,0,8,2020,0.123,0.617,0.259,0.296,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0
cant believe people still dont believe climate change go httpstcodzsiq5yo9d find ways help stop pollution,2021-07-20,0,0,7,2021,0.123,0.726,0.151,0.128,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
misstomicz haryanglaeddyv thats getting involvedcommenting debates means original points referring prince charles commenting criticising lack efforts climate change although even points still refer reserve powers,2021-11-01,0,0,11,2021,0.171,0.751,0.078,-0.4019,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0
gordsuk emoryhe jayjay827 hieronymusmcg oh lordy move goalposts first two assertions climate change minimum wage inaccurate want start new thread legislative accomplishments continue logical fallacies,2021-07-05,0,0,7,2021,0.0,0.949,0.051,0.0772,0.125,0.0,0.125,0.0,0.25,0.25,0.0,0.0,0.0
jdcocchiarella lets forget junehouse natural resources committee hearing gohmert asked anything national forest service blm change course moons orbit earths orbit around sun mitigate climate change,2021-08-12,2,24,8,2021,0.067,0.845,0.088,0.1531,0.21428571428571427,0.0,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
majority virus fall coronavirus term around awhile global climate change mutating viruses,2020-03-08,0,0,3,2020,0.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285
tonight first meeting climate change committee working towards zero carbon welhat looking forward getting stuck something worthwhile,2019-07-16,0,3,7,2019,0.103,0.773,0.124,0.1027,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0
speakerpelosi port houston discussing infrastructure investment usmca trade agreement climate change hpmpolitics,2020-02-21,3,6,2,2020,0.0,0.775,0.225,0.4939,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0
excellent description little known species became entangled discourse water scarcity positioning conservation policy producing scarcity distracting climate change httpstcosdlqnp1txx,2020-10-14,1,1,10,2020,0.096,0.742,0.162,0.3612,0.16,0.16,0.12,0.0,0.12,0.16,0.12,0.04,0.04
sign petition support climate action plan cannot wait another second address climate change take action httpsactionnetworkorgformssignthepetitionsupporttheclimateactionplanwecannotwaitanothersecondtoaddressclimatechange2sourcetwitter,2020-07-23,0,0,7,2020,0.0,0.847,0.153,0.4019,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
even australias pm acknowledged humancaused climate change partly blame fires hes still lockstep coal industry siemensde plans provide equipment massive coal mining project httpsumofus614908891treferringakid68489150457665ffva5referringsourcefwd stopadani,2020-01-14,0,0,1,2020,0.081,0.919,0.0,-0.2748,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
cleantechnica native719 even paid zero taxes hed still net contributor society open sourcing patents help advance change electric vehicles thereby reducing climate change increasing chance life becoming multi planetary 4 decades lost progress space,2021-12-16,1,14,12,2021,0.058,0.754,0.188,0.6369,0.16666666666666666,0.0,0.05555555555555555,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.0,0.16666666666666666
man helping save senegals mangroves climatechange reforestation climateaction climatecrisis planttreessavewater,2019-08-30,0,1,8,2019,0.0,0.597,0.403,0.6597,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
pilotepolitique must act urgently reverse trend addressing essential interlinkages climatechange biodiversity,2021-01-26,0,0,1,2021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
minutes seem available httpseceuropaeutransparencyregexpertindexcfmdogroupdetailgroupdetailgroupid3326 good first step accounts well eucommission expert group climate change policy httpseceuropaeutransparencyregexpertindexcfmdogroupdetailgroupdetailgroupid3590 agenda enough transparent informed debate caneurope carbonmrktwatch,2019-09-10,0,0,9,2019,0.0,0.808,0.192,0.6124,0.09090909090909091,0.0,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.09090909090909091
yes climate change nearfascist pm think form life continue days suggest carry eating,2019-07-25,0,1,7,2019,0.0,0.816,0.184,0.4019,0.2,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0
thats questions climate change demdebate,2019-11-21,0,1,11,2019,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
il faut avant tout montrer lexemple au lieu de sans cesse taler cette richesse et cette surconsommation climatechange,2020-01-08,0,0,1,2020,0.081,0.919,0.0,-0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scared less 4 ca 2 fall hands irresponsible antiscience anticlimate change antivoting rights disseminators lies threat democracy gop im writing gotv votenoontherecall gov gavin newsom fieldteam6 postcardstovoters httpstconc2y96ikzh,2021-08-11,6,11,8,2021,0.333,0.667,0.0,-0.9001,0.25,0.125,0.0,0.0,0.125,0.375,0.125,0.0,0.0
jannelresendez n cal nonstop rain snow sierras la record rain recently snowpack melt fill reservoirs gavin drain reservoirs delta smelt fish thats dying anyway cry climate change arsonists set fire forest,2021-12-24,0,1,12,2021,0.159,0.841,0.0,-0.6705,0.3,0.1,0.1,0.0,0.0,0.2,0.2,0.1,0.0
newscientist go talking climate change fossil fuels use fgs tell climate changed without people ok try size scientist actually believe numbers httpstcogay4cqqsz2,2021-10-06,0,0,10,2021,0.082,0.918,0.0,-0.2235,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0
fear climate change normal requires action sickness avoided httpdlvritrmh9yd staropinion,2020-01-08,1,0,1,2020,0.412,0.588,0.0,-0.6808,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
climate change threatens ocean ecosystems challenge ability countries produce food jobs sea solutions emerging manage problems policy makers listen,2019-05-30,0,3,5,2019,0.215,0.569,0.215,-0.25,0.16666666666666666,0.08333333333333333,0.25,0.0,0.3333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333
using water efficiently everything daily life agriculture industry would help reduce planetwarming emissions curb climate change potential benefit yet widely recognised,2020-03-22,17,18,3,2020,0.0,0.682,0.318,0.8126,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
ted danson arrested alongside jane fonda dc climate change protest httpswwwrollingstonecomtvtvnewsteddansonarrestedalongsidejanefondaatdcclimatechangeprotest904002 via rollingstone,2019-10-27,0,0,10,2019,0.317,0.683,0.0,-0.6249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
climate change fucking real httpstcoaawgtzbz4a,2020-08-18,1,0,8,2020,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
right next week joe bidens number one priority climate change whatever fashionable brainless aoc crowd,2019-06-11,0,3,6,2019,0.0,0.915,0.085,0.0772,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
happened global warming oh wait changed climate change wasnt warming anymore,2020-06-13,0,0,6,2020,0.12,0.747,0.133,0.0402,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
jay92762823 bidens determined build green economy curtailing climate change suggested replacing green industries oilgas lost lease etc need reduce fossil fuels asap,2021-01-22,0,0,1,2021,0.093,0.81,0.097,0.0258,0.08333333333333333,0.0,0.25,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666
explainer climate change accelerating sea level rise,2019-09-24,0,0,9,2019,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0
rforrussia goputin fascism climatechange,2019-05-24,0,0,5,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
engineers build machines scrub carbon dioxide air bid halt climate change unilad httpstcoea3k4mb3up,2021-01-26,0,0,1,2021,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0
theres nothing bad endtimers ones enthusiastically polluting planet ruining mother nature without maybe could get handle stopping premature global warmingclimate change,2019-03-30,1,1,3,2019,0.133,0.628,0.238,0.5927,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.07692307692307693
climate change surprisinglytrusted sometimes divisive amazons radar,2020-03-13,0,0,3,2020,0.155,0.845,0.0,-0.0258,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
seriously antivaxxer im 2020 climate change real jesus caucasian,2020-04-26,0,0,4,2020,0.175,0.825,0.0,-0.1779,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
